Series_Number,Filename,Name,Description,Gender,Attributes,UUID,HASH
357,ugochukwu-the-celeb,ugochukwu the celeb,Ugochukwu has many followers on social media,male,Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .,74775cda-cff4-4d21-8819-693127598eca,92cb12ec02b8ef360568e4d3f5cd52be4dab59fd4cf2337c3c3971f7fe96e8cc
358,adekunle-the-yorubademon,adekunle the yoruba demon,A womans' man with no devotion to any of them,male,Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .,5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7,9906aee8cf918ff7db5e19a8c6cac018b00f0047acd59346bf567e341127fa97
359,favour-the-fashionista,favour the fashionista,Combining dresses is not a problem for Favour,female,Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .,19fc15c3-80fe-4d45-a2fe-be8f087d57c4,d45ce338058bcdd7ba3890b3d5c0edb6707bab7d77c633547126ab5a99348b82
360,jane-the-slayqueen,jane the slayqueen,Jane is always found in the midst of men and loves partying,female,Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .,74775cda-cff4-4d21-8819-693127598eca,60c52fb1987a22dd5e20b4659918584bca51d409376bb276769c496a9df21c35
,,,,,,,5de3e4fcbf75b5bd3207eb0f8095b6469c289cdfae93d4e1693246ee6e76f0d1
361,osas-the-ceo,osas the ceo,"Meet Osas, a Gen-Z CEO with the British accent.",Female,"Hair: purple dreadlocks, Accessory: gold glasses",b10f7e42-4778-49db-820b-dabbad75504a,adfceed309b07eb0ed3f4045b9ff5b298a93cc3948a13ce8950cae852346d513
362,nneka-the-rainbow babe,nneka the rainbow babe,"Nneka, the happy rainbow babe with the vibes",Female,"Hair: pink, Accessory: Pink",e7e20ab8-03e0-4e0a-80aa-6e193f84426e,7c65b730fd6f6ca9b36b75ece5fb3469b7070a70551e41ea30161dd6edf00856
363,temitope-the-spoilt girl,temitope the spoilt girl,"Temitope, our favourite Daddy's girl.",Female,"Teeth: vampire teeth, accessory: gold glasses",10cbcbcb-754e-4175-b85d-d0c7eafa16a2,097035b35f5df55a9ee63ba40fc751fc9a2580881f960afbb642fbc0b2155f82
364,bekeh-the-party animal,bekeh the party animal,"Baby Bekeh, Life of the party that goes home with your charger.",Female,"Hair: dark brown, Accessory: gold glasses",f0558235-3043-46e5-b26c-5bde83cc67fb,64afc30d0d5a1923966f916fb992fbf537c2f691fd66a5fa28f4337d397c5c6f
365,nana-the-tech lady,nana the tech lady,"Nana, the tech madam that doubles as Kumasi Adele in her bathroom every morning.",Female,"Accessory: gold glasses, beret, Hair: black",e0858913-7050-4c4a-a2a0-442a88463334,c2bd7513612eedc42b7cca6ca863ac86fd6f4c468a0139492dc7d55030888723
366,rofiat-the-marketer,rofiat the marketer,"Rofiat, the distressed marketing intern.",Female,"Eyes: Brown, Hair: Purple dreadlocks",1e4d9bda-f6f9-4e7a-9381-bee4b074b56d,810c3132c7b0cd0892153fc29bad012b1e6e475821a82be915d1c9d9ac73989b
367,zarifa-the-righteous,zarifa the righteous,"Meet Zarifa, a proper baddie for Christ.",Female,Eyes: Blue Hair: Pink,c6955d16-c343-46bc-9bed-c069ea8cc65a,890c653b095b8bea0e6163ccf873d7f8d777412ce91d9b34c4396d1437af8795
368,modinat-the-troublesome,modinat the troublesome,"Modinat, The queen of Gbas Gbos.",Female,"Teeth: vampire teeth, Accessory: brown glasses, Hair: long maroon hair",49eb44e8-1117-463b-b7b3-1bcea4258362,fc870b65bd2de3c09e01027e81faf6f7d4fa48b4f74ce402a319de1589317faf
369,amaka-our-mummy-g.o,amaka our mummy g.o,"Here's Amaka, our one and only mummy G.O who's been to hell and back.",Female,"Eyes: blue, Hair: dark brown",853edc40-0f9d-40c5-ba78-46067dfd7f68,51e3d9f0c35c3f8a2737fb26f250f21bd2749bf479a1ee98007ef7c936f9ab19
370,mawusi-the-patient,mawusi the patient,"Meet Mawusi, the sweet sister waiting for her Canadian bobo.",Female,"Eyes: Blue, Accessory: beret, Hair: Black",ca9ddc30-141a-493d-851b-71d34f599641,33ea1591d3a4bbda062e218003ec99e0863a2985ec609aca8bbe02fd40b590d2
371,nesta-the-difficult,nesta the difficult,"Meet Nesta,the National Chairlady, Shege Administrators of Nigeria. (SAN)",Female,"Hair: double puffy hair, Accessory: hair bands, Eyes: brown",fc3b7ca7-efdb-45b2-b7c9-e69107484a43,070f78e5c9730ebf602badd5c24df1722f437c949be1ab6eae6536ccbc796a59
372,adaora-the-choir mistress,adaora the choir mistress,"Adaora, our able choir mistress that will take your boyfriend for vanishing.",Female,"Accessory: choker necklace, Eyes: brown, Hair: black",df944505-da1a-424e-88aa-b9d365bd2775,a419bcab9f9b2309de1e7e93d8b718a297a020da34ee019e2d2ba6bd3f20d788
373,busayo-the-husband snatcher,busayo the husband snatcher,"Miss Busayo, Can transplant your husband with the blink of her eyes",Female,"Eyes: brown, Hair: brown",73c8d935-4a71-41d2-a1de-066ae8d548e6,55879f1ca06544c1d2892134e9d44fdf265af15bd1f13fa2519e497c10b82d2d
374,wangari-the-waitress,wangari the waitress,"Wangari, the aspiring musician that doubles as a waitress.",Female,"Accessory: Purple earrings, eyes: brown eyes, hair: purple dreadlocks",4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c,7942c74ccca8054bb681dd2ba8a9857e604a3c4f8bde209b86e6687eae016746
375,charlene-the-shy lady,charlene the shy lady,"Meet Charlene, the shy sweetheart next door.",Female,"Hair: brown afro, Eyes: brown",36539b84-ada0-43cb-92d4-30596e07a39a,e0798b74ae2c2fa487761226da2576d8bd10d0d8bfc90aa81bdfa7ddb3787fab
376,addae-the-unretired,addae the unretired,"Mummy Addae, the hot grandma that has refused to retire.",Female,"Accessory: choker necklace, Eyes: brown, Hair: brown",ced7b53c-73de-4fc7-a652-2b17ebfe68c9,bd4bd5b1cb881a0fca3e8a225aea194572e163cb42d067fe479929986e19e888
377,abena-the-slay queen,abena the slay queen,"Abena, the gang's slay queen",Female,"Eyes: squinting, Hair: long brown braids",1e4728e1-3e45-4972-9755-4a38e784ff91,735c5d6a1b8ebc7bd57b96decd93ace3772d6134257907041dc8e8a9530ce150
378,gasira-the-violence mama,gasira the violence mama,"Sister Gasira, wipes people Oraimo cord for a living.",Female,"Teeth: vampire teeth, Hair: brown bun",ea72337f-658f-4198-9ad6-39bc6212c20d,81106f0b55425ad21ba00ab652083cface4e8b34f897dd5f3246f859f589ee92
379,salamatou-the-exchange student,salamatou the exchange student,"Salamatou, An Ivorian exchange student who's in love with Amala.",Female,"Accessory: beret, Hair: Black, Eyes: Squinted",0e216fd1-d96a-4e3c-a59b-c807f772c5b3,5a79b7dc8409168d86c2976f13cce479c4e5a2284afe068ee65cd99edc40a0df
380,nguyen-the-foreigner,nguyen the foreigner,"Meet Nguyen, the Asian Aunt that's addicted to Waakaye.",Female,"Eyes: Squinted, Skin: White, Hair: dark brown",0381301b-b5a3-42c1-9f73-2c43c0b8493f,fa8a33aa436cb1e82b331e2ed760d9f14f6c8a3702fc26fa9bc3e4ea7de72a65
,,,,,,,5de3e4fcbf75b5bd3207eb0f8095b6469c289cdfae93d4e1693246ee6e76f0d1
381,Olofi,Olofi,Olofi is the Yoruba creator god and messenger.,Male,Hair:None. Eyes: Sky Blue. Teeth: None. Clothing: None. Accessories: FaceMask. Expression: None.  Strength: Creation God. Weakness: Love,26340cc4-e334-494e-a737-f2b4bb9bb22e,b45633088eb660351a75fff676a3076982886311d9be87c0967ce5c5d5f62ed1
382,Amadioha,Amadioha,Amadioha is the Igbo high god of thunder.,Male,Hair: Bald. Eyes:Shut. Teeth: None. Clothing: None. Accessories: FaceMask. Expression: None. Strength: Thunder Bolt.  Weakness:  PalmOil,a0586a93-7aff-43cc-8282-d081b8d6fe90,47aa169af1c7c50ffa0867c245a542722d2d99f7e2235590baed40308bcc517f
383,Sango,Sango,Sango is the yoruba diety of thunder.,Male,Hair:Shiny Bald. Eyes:None. Teeth: None. Clothing: AsoOke. Accessories: None. Expression: Cunning. Strength: Thunder Clap. Weakness: Mice,15e1775c-74fe-4a0b-b79c-49f6b730fa89,6c463e4984ec89d13cd02f89532837170005a91fafa5b09087b2efdd44a1b6a2
384,Agwu,Agwu,Agwu is the Igbo deity of health and divination.,Male, Hair: Shiny Bald. Eyes: Aquamarine. Teeth: None. Clothing: None. Accessories: None. Expression: Childlike. Strength: Healing. Weakness: Fire,311a6713-66c9-43ce-82d8-e3ce03a87a81,c8dbd8469199acbcc761f023f5984192272bce83b871d0a61bbf766ba5420a83
385,Tano,Tano,Tano is the master of the Ghana river Tano.,Male,Hair: None. Eyes: Squinted. Teeth: None.  Clothing: Yellow Danshiki with patterns. Accessories: None. Expression: None. Strength: None. Weakness: None. ,9c34a73f-33ee-4577-aba8-0982c1656ba7,15b47309667aa660d3f804809f6a820cd91deb1b280b246e46902fbbda712c30
386,Anansi,Anansi,Anansi is a trickster god of stories of the Ghana people.,Male,Hair: None. Eyes: Sleepy. Teeth: None. Clothing: Black Danshiki with patterns. Accessories: FaceMask. Expression: None. Strength: Illusions. Weakness: Mirrors,784f0f6b-4273-4a31-88d7-2455b96c9011,4fbac24837318c2c20fc1719f50ae65d9694a9ba8a6ca35000efb7df18d2393e
387,Nyame,Nyame,Nyame is the omnipotent god of the Ghana region.,Male,"Hair:Bald. Eyes:Black, Teeth: None.  Expression: Serious. Clothing: Yellow Patterned Danshiki with black lining.  Accessories: Facemask. Expression: None. Strength: HeatBlast. Weakness: Cattles. ",f3af0bbd-0724-4696-89ff-ed67f63e6b4f,39f19ea1ffa01be9f9a64e5cc7cd8677e5c02907bb178a0d33bbad1919453f13
388,Obatala,Obatala,Obatala is the lord of all gods in the Yoruba land.,Male,Hair: None. Eyes: Pitch Black. Teeth: None. Clothing: Yellowish Blue Native. Accessories: None. Expression: Mysterious. Strength: Oro Ase. Weakness: None. ,c447c120-830e-4543-9cb3-5917ba36bce8,4abdf88dbc63775e46078e986c03a53db8eb79998a8fe9757ec8324e1b665322
389,Erinle,Erinle,"Erinle is a powerful hunter of the Yoruba land.,",Male,Hair: Shiny Bald. Eyes: Midnight black. Teeth: None. Clothing: None. Accessories:None. Expression: Angry. Strength: Irongrip. Weakness: Food,dacbbb38-087d-4248-8085-13b619da0ef9,1067e665b1c30a0f77367d361db9945ea0b87c59470977452c782d2bc8f7b276
390,Ogun,Ogun,Ogun is the Yoruba God of iron and metal work.,Male,Hair: Shiny Bald. Eyes: None. Teeth: None. Clothing: Whitish Blue Ankara. Accessories: None. Expression: Amused. Strength: Ironclaw. Weakness: Wood.,94c607b3-791e-40df-bd93-50926f094143,4f817ad2ab493a0ba184fdc87c7399cd58279f4603547116bf33e95e3a0d966a
391,Abosom,Abosom,Abosom is the goddess of wisdom and knowledge of the Ghana people.,Female,Hair: Fuzzy Brown. Eyes: None. Teeth: None. Clothing: Patterned Danshiki.  Accessories: Glasses and Pipe. Expression: Baddie. Strength: All knowing. Weakness: Ignorance,b3427836-627b-41e4-a2d0-c29473448343,f9b80b3ae720660a255742509cc4c3b57504c942536ebb188109c2c9917c1a7d
392,Oya,Oya,Oya is the goddess of violent storms and winds of the Yoruba people.,Female,Hair; Purple Braids. Eyes: None. Teeth: None. Clothing: Darkish Blue Buba. Accessories: Glasses. Expression: Bitchy. Strength: Seduction. Weakness: Dirt,22aaebe4-4659-44de-ab3d-c4dae11fe9f5,afa1b3647e8d6fd38c0c97c9921b760342f67b2203a93c8a004b23bdeea5c07c
393,Agbala,Agbala,Agbala is the stylish goddess of the future for the Igbo region.,Female,"Hair: Black Knob. Eyes: None. Teeth: None. Clothing: Patterned Kente.  Accessories: Berret, Glasses and Gum. Expression: Unbothered. Stength: Foresight. Weakness: Wine",ca720bf9-5e47-4421-b38f-bc62162ae99e,049f18eaec1f76192f0cefa9215d2022216e5f63bcfdd92a6b2ff634d7953a9a
394,Njoku-ji,Njoku-ji,Njoku-ji is the goddess of new yam of the Igbo people.,Female,Hair: Light brown Cornrows. Eyes: None. Teeth: None. Clothing: Patterned Isiagu.  Accessories: Glasses. Expression: Blank. Strength: None. Weakness: None. ,3b795bad-91b4-4d0e-8ed8-bccbb226fc55,9bcc2af3e81a47669d29b7a9460a441ac330ad56470dbcc92f207cf1dff1d4b8
395,Akonadi,Akonadi,Akonadi is the goddess of justice and prophesies of the Ghana people.,Female,Hair: Brown Wavy. Eyes: None. Teeth: Vampiric. Clothing: Yellow patterned Kento. Accessories: Glasses.  Strength: Scale Of Justice. Weakness: Anansi,2aebd094-3be5-4773-a7a0-361f6332a7d4,1c0628f3ea2b7c8533a9ffb13e08eafd7fdac5e976ff95771810f975df63b253
396,Onyame,Onyame,Onyame is the goddess of the moon of the ghana region,Female,Hair: Wavy Brown Curls. Eyes: Aquamarine. Teeth: None. Clothing: Drum Patterned Danshiki.  Accessories: Earrings. Expression: None. Strength: Moonbeam. Weakness: Erinle,fb148f97-d309-45a4-b902-4e066ca13f96,6df151adb6a29adde2f2e8ca001ff3937ff76b42f3079f92f81ef9405790b638
397,Ibeji,Ibeji,Ibeji is the goddess of balance and twin of the Yoruba people.,Female,Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .,7b210c03-5446-462d-980e-c73dbbc1e386,b3901077561344e908349c39a111d0c38e701595219455ea7bb2fcf47a30b7e3
398,Asase-ya,Asase-ya,Asase-ya is the goddess of fertility and love of the Ghanaian people,Female,Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .,80b51092-3fbc-4d0c-8518-fc461ccb6c80,6a2ed50e4775452b4f8c23ff28def3f383af17111ac01a6b3e84c47af40d9522
399,Yemoja,Yemoja,Yemoja is the stylish yoruba goddess of the rivers.,Female,Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .,1693b44d-96cf-4c2d-89be-9f4219c28447,9dddecf9e643a359056c6c887046aebfca6dc660a92d6e2445b3958476990c9e
400,Yemaya,Yemaya,Yemaya is the Ghana goddess of rivers and waters.,Female,Hair: . Eyes: . Teeth: . Clothing: . Accessories: . Expression: . Strength: . Weakness: .,9609d0f4-d9d3-4cff-aa06-a9c459fefa39,5aab15e034cfb8adb2a160d66fada94e3c97943279ecaf72082332f27c4b2296
,,,,,,,5de3e4fcbf75b5bd3207eb0f8095b6469c289cdfae93d4e1693246ee6e76f0d1
401,smirky-becky,smirky becky,Becky ends every statement she makes with a smirk.,female,Hair: Black low cut. Eyes: Brown. Teeth: None. Clothing: Animal print dress. Accessories: Ankara beret.  Expression: Smirking. Strength: Curiosity. Weakness: Short sighted ,87bcc41f-eb3e-4ba2-9645-223c949a9b50,3408a94ff6462d2a7509106b21536b3f3eb14a27cf850f6fa499e7ec8304b91c
402,ankara-scarlett,ankara scarlett,Scarlett is a tailor at yaba market and she loves what she does.,female, Hair: Orange bun. Eyes: Closed. Teeth: None. Clothing: Ankara mixed with black material dress. Accessories: None. Expression: Unethusiastic.  Strength: Fashion. Weakness: Shy,66d0149f-5f2a-4ded-8e6b-9bd7d7631c39,8e3889d35a2212693a99dfd66b4cae76af86061e25cd226c545e09a0e84cdd4f
403,sea-rastafaria,sea rastafaria,Ronke is the ghetto goddess that nobody wants to mess with. Stay clear!,female,Hair: Purple dreadlocks. Eyes: Closed. Teeth: None. Clothing: Blue one hand dress. Accessories: None. Expression: Unfazed. Strength: Intellect. Weakness: Impatient,d1556c97-9075-49fc-8bde-1826bfc2dbe1,f4982b009a18999c7e51412025f4b4803d4d4e4da593cabfef3cc156f8d91fac
404,pretty-betty,pretty betty,Betty is always proud of her beauty.,female, Hair: Orange bob. Eyes: Closed. Teeth: None. Clothing: Orange one hand ankara print. Accessories: None. Expression: Stoic. Strength: Beauty. Weakness: Pride,6a4f5b7c-914d-42c5-8e5f-d1c34ca48886,8edd78b6324a5425abbf516f66010fe5e420445d54007c54bc9760f7a96fdef7
405,lola-medusa,lola medusa,Lola knows how to seduce every guys she is into.,female,Hair: Long red braids. Eyes: Closed. Teeth: None. Clothing: Geometric ankara print. Accessories: None. Expression: Unfazed. Strength: Seduction. Weakness: Narcissism,32ec57f7-8272-4671-ad2d-db3dff99fe9f,cc25159836daa7a60e7eaddfe98a84db4e71fe584cae854391ddb258d94441ee
406,bukola-nosend,bukola nosend,Bukola is friends with many but always get moody.,female,Hair: Brunette bob. Eyes: Brown. Teeth: None. Clothing: Blue and yellow ankara print dress. Accessories: None. Expression: Moody. Strength: Ideation. Weakness: Procrastination ,59d19b13-09e2-412e-a669-df020e03ae10,bfa7dab5d434930b55ab0026ad980aa8ad87221eae445be35cd80c9b3ab8a583
407,burna-morgan,burna morgan,Morgan paints the town red with her red hair.,female,Hair: Two brunette buns. Eyes: Brown. Teeth: None. Clothing: Ankara  dungarees. Accessories: Tobacco pipe. Expression: Happy. Strength: Fighting. Weakness: Bossy ,d08af477-de20-4780-8449-46b87840b9fa,a22eab9edd173edd8014096ffaa404c3c91d978cfcf6025208681dfb55330415
408,afro-star,afro star,Bimbo is an afro star with great affluence.,female,Hair: Orange afro. Eyes: Brown. Teeth: None. Clothing: Ghana kente cloth. Accessories: None. Expression: Inspired. Strength: Money. Weakness: Aggresive ,40743b16-ae12-4b4a-989c-e5fbf1e2e0ca,63d73e72cafd42d07a286c4e803cd58029542f4f3e7fae3755a94e64e4b1411a
409,fiesty-sandra,fiesty sandra,"Sandra is a social animal, correct owambe ambassador.",female,"Hair: Brown bun. Eyes: Brown, Teeth: None, Clothing: Yellow ankara dress. Accessories: Purple bubblegum. Expression: None. Strength: Relating with people. Weakness: Short attention span",d875aa6c-3e4a-4450-b09c-e9f1cdcc3947,c7ebd73b90fb2e45b41b2b76a4f21eb453af64a8842912cb43b2711275df2b83
410,sister-nkechi-sabi,sister nkechi sabi,"Nkechi is the true definition of amebo, always in peoples business.",female,Hair: Black low cut. Eyes: Brown. Teeth: None. Clothing: Yellow patterned ankara dress. Accessories: Ankara beret.  Expression: None. Strength: Amebo. Weakness: Keeping quiet.,a728a380-1d33-4080-841d-80b041474d8f,d5c056227b31f211918c8c39c42da5d0d9532f295522c106d43380e28ad600e0
411,unfriendly-gina,unfriendly gina,"Gina is an angry one, she has no friends but she has a lot of money.",female,"Hair: Orange bun. Eyes: Brown. Teeth: None, Clothing: Animal print dress. Accessories: None. Expression: Stoic. Strength: Anger. Weakness: Peace",dd30a327-8a74-40a5-8207-19a790508ccc,3fb851d75cf8ee5219844e5e549b28c02ab80110e2b552fc3ad24f449c62ac3d
412,dada-ganster,dada ganster,"Dada respects no one, always finds pleasure terrorising others.",female,"Hair: Purple dreadlocks. Eyes: Brown, Teeth: Vampiric, Clothing: Ankara mixed with black material dress. Accessories: None. Expression: Annoyed. Strength: Finding trouble. Weakness: Impulsive",e1a43f65-aad2-4385-ac5e-bc159c6e0f2a,2bd922d5bd423b6e994e149b75db213fd7d96c0e892dd4c6d395d4f7700a09e4
413,idoncare-linda,idoncare linda,"Linda is a beautiful but very annoying girl, she turns every thing into an argument.",female,Hair: Orange bob. Eyes: Brown. Teeth: None. Clothing: Blue one hand dress. Accessories: None. Expression: Mischievous. Strength: Instigationg arguments. Weakness: Needs to be right,ed04b47c-ae98-4db2-b71b-04d7bb976d45,ca9bd083e522af3a9072aa65aa88147b46450ad5be33e68b0d2cd1e4ef3ea050
414,doubting-vivian,doubting vivian,"Vivian just like the thomas in the bible, she doubts all.",female,Hair: Long red braids. Eyes: Brown. Teeth: None. Clothing: Red ankara one hand dress. Accessories: None. Expression: Pissed. Strength: Logic. Weakness: Trust issues,a0282797-44ef-4bfb-a701-e4ed5e727d63,4ea4db59d7c32199d1c3970a2feea9979c147251f7502be24c18fa9280bdb009
415,simbi-side-eyed,simbi side eyed,Simbi is reserved but doesn't allow anyone intimidate her.,female,Hair: Two orange buns. Eyes: Brown. Teeth: None. Clothing: Geometric ankara dress. Accessories: None. Expression: Annoyed. Strength: Communication. Weakness: Stubborn,1f99104c-e98b-4c9a-9891-00a481e86008,dc92a76bf5e788aea8d2210b69ec771ac6d34d7efc975b2ecbb0ab264ebdf226
417,saka-portable,saka portable,Saka is forever convinced that his toothless smile is the icing on his cake.,male,"Skin Colour: Blue, Accessories: Purple cap and yellow sunglasses",bd98f74f-e42e-494e-8298-3183555ca666,fade186a45faa0ba9e58c7b84db1b23a64e5569d391a516c2a96df903b7abf9b
418,king-of-boys,king of boys,Busayo finds her way in ruling the boys and that's why she's king of boys.,female,"Hair: Black buns, Skin color: White, Accessories: Cigarette pipe",a650e79c-f964-4eb1-aa89-f9c1dbdede76,0ba6e7711df14f6eeaf94c888e0617fb7b105a0de6dcc33869bc796632f23862
419,funky-alte-pop,funky alte pop,"Funke is always the life of every party, strong gen z advocate.",female,"Hair:  Two red buns, Skin color: White, Acessories Yellow sun shades, Expression: Rugged",b6753a8b-6127-4e97-812b-99e465791ba3,44a90ab1138eb7eab3cb166f6edb165b533df830ca208dcfda8dab36c56c2053
420,madame-ngozi,madame ngozi,Ngozi make heads turn with her bright colours.,female,"Hair: Brown afro, Skin  color: White, Accessories: Yellow sunglasses, Expression: Pissed",7ecdbb1d-9a89-4136-b240-499051836979,94ea2b7277c9d60f9b2e15072c0c1618a8ddb06bf012b93eb33452cf75c93eab
